boardId,suggId,timestamp,suggestionText,type,grouping,studyType,topicTask,opened,suggestionsQueried
o9J_lwhnitY=,-MjaRPxbut5Xic7L7MH0,2021-09-14 22:33:35.276009,e-shopping packaging waste,Line,Line,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaSPezSGSBhxrNE7Dy,2021-09-14 22:37:56.224888,Municipal solid waste,Cluster Title,Cluster,Sidebar,COVID-19,1,0
o9J_lwhnitY=,-MjaUBI1CYv7zNG5CUxV,2021-09-14 22:45:41.656710,Air transport,Line,Line,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaUBLeXrn-1OuPKsaZ,2021-09-14 22:45:41.656710,Road transport,Line,Line,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaUUY3GQXb2JyaCTKT,2021-09-14 22:47:00.510424,Water transport,Line,Line,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaVBcC_UbUVJuoylIK,2021-09-14 22:50:05.147218,Ride sharing market,Line,Line,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaVBfnnIY-DlPgi36M,2021-09-14 22:50:05.147218,Public transport,Line,Line,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaVPS3eif1FGcxx-b5,2021-09-14 22:51:01.780008,Vaccine transport,Cross-Pollination,Line,Sidebar,COVID-19,1,0
o9J_lwhnitY=,-MjaVYznHhcnwgFR8OAE,2021-09-14 22:51:40.879629,Deforestation,Topic Task,Topic Task,Sidebar,COVID-19,1,0
o9J_lwhnitY=,-MjaVZ2WSyhs5cUiOVST,2021-09-14 22:51:40.879629,Post-covid Green Recovery,Topic Task,Topic Task,Sidebar,COVID-19,1,0
o9J_lwhnitY=,-MjaWntUU8FDHZNbTUUo,2021-09-14 22:57:08.143788,Reduced boat disturbance,Cluster Title,Cluster,Sidebar,COVID-19,1,1
o9J_lwhnitY=,-MjaYuumyoI9dHuOpaHq,2021-09-14 23:06:21.194266,Bike sales,Cluster Title,Cluster,Sidebar,COVID-19,1,0
o9J_lwhnitY=,-MjaZ2bJekSQP4tncE-y,2021-09-14 23:06:56.812157,Sustainable development goals,Topic Task,Topic Task,Sidebar,COVID-19,1,0
o9J_lwi6_1c=,-Mja5Vv7qJZGuihO1xSl,2021-09-14 20:57:52.530574,Air pollution CO2,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja5VysRWsvsoJeSLMf,2021-09-14 20:57:52.530574,Air pollution NO2,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja5W1dCi8W4xqTIl_e,2021-09-14 20:57:52.530574,Soap discharge,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja5atac4W1mwcrhXCU,2021-09-14 20:58:17.016602,Wildlife,Cross-Pollination,Line,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja68mmBhW2eL55mju_,2021-09-14 21:00:39.936788,Tourism,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja68v45sfDX1okluIg,2021-09-14 21:00:39.936788,Food and dining industry,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja68z0ONdhe2SywcnA,2021-09-14 21:00:39.936788,Ride sharing industry,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja6EdOyWqYrVfX83DJ,2021-09-14 21:01:03.912822,Recycling programs,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja6EhuNYroqsZF-3VR,2021-09-14 21:01:03.912822,Essential waste workers,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja6Zf01PrjOf0l1J0F,2021-09-14 21:02:30.008948,Reduced road-killing,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja6Ziej1DPjzI8FcFk,2021-09-14 21:02:30.008948,Illegal killing/poaching of wildlife,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja7Cs54vtDZqYq2V42,2021-09-14 21:05:18.802404,Ecotourism,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja7ttX9eY7yYkH-0u0,2021-09-14 21:08:19.116120,Reduced boat disturbance,Cross-Pollination,Line,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja8BmAeLbemfVMNuAk,2021-09-14 21:09:36.481280,Wildlife conservation and management,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja8Bq-6Qnhu7oJZq2z,2021-09-14 21:09:36.481280,Invasive alien species,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja8BtSFpVFO3OjEklD,2021-09-14 21:09:36.481280,Endangered species,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja9AJPTtZ2RWvU6uZC,2021-09-14 21:13:52.612871,E-commerce,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwi6_1c=,-Mja9mVR3OX5YEha0Fsz,2021-09-14 21:16:33.132065,Vaccine transport,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_lwi6_1c=,-Mja9mZ5LJ-0eDKBEppH,2021-09-14 21:16:33.132065,Cold chain,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwi6_1c=,-MjaAYciQRUhPDg0rr5T,2021-09-14 21:19:54.364852,Deforestation,Cluster Title,Cluster,On Board,COVID-19,0,0
o9J_lwi6_1c=,-MjaAi1Aum25Ld8xwgZU,2021-09-14 21:20:36.957495,Municipal waste,Note,Note,On Board,COVID-19,1,0
o9J_lwi6_1c=,-MjaBIqctuIRaqqhu5-f,2021-09-14 21:23:11.864236,NO2 and biomass,Cross-Pollination,Line,On Board,COVID-19,1,0
o9J_lwi6_1c=,-MjaC_-u3ql22pFAe6uT,2021-09-14 21:28:44.295589,Post-covid green recovery,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_lwi6_1c=,-MjaCv_Q9sWrBJ_4Leug,2021-09-14 21:30:16.739334,CFC-free cold chain equipment,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lwi6_1c=,-MjaDSrk_Tg0uGXoEg7D,2021-09-14 21:32:37.179645,Blockchain,Line,Line,On Board,COVID-19,1,0
o9J_lwi6_1c=,-MjaDgUhpMMa3rkLHXc4,2021-09-14 21:33:37.082999,Pharmaceutical waste management,Line,Line,On Board,COVID-19,1,0
o9J_lwi6_1c=,-MjaFHrM6ZyZKlOnKc04,2021-09-14 21:40:36.383498,Indigenous tourism,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_m8tq9BTcQRyGhDHY,2021-09-14 19:28:55.363759,Tourism,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_lwj9wsM=,-Mj_mVwsJz5pXOk-Llge,2021-09-14 19:30:29.769036,Air pollution CO2,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_mW2QRM_MU0NvvI4y,2021-09-14 19:30:29.769036,Air pollution NO2,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_mW5xnp3Jy9DUC3aK,2021-09-14 19:30:29.769036,Air pollution ozone spikes,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_n9LM2dxzhqqETo2G,2021-09-14 19:33:19.333704,Recycling Programs,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_n9OyGz-eeVmHpnMk,2021-09-14 19:33:19.333704,Waste management policies,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_n9SKd67icELzCOss,2021-09-14 19:33:19.333704,Biomedical waste,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_nSpe84PmoFCl153t,2021-09-14 19:34:39.153507,Soap discharge,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_nnTp2IxnJbOhtDaD,2021-09-14 19:36:07.813416,Cold chain,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_nnXCUHVGUr3b9fuv,2021-09-14 19:36:07.813416,Vaccine transport,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_o1FzeE-sMeAVriGP,2021-09-14 19:37:08.375144,Ecotourism,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_o4rRZplL21vddCrd,2021-09-14 19:37:23.118744,Wildlife,Line,Line,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_oGj1UUTlKMhyV_8z,2021-09-14 19:38:11.731611,Essential waste workers,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_ogpeScY1l5fuvghI,2021-09-14 19:40:02.740553,Food and dining industry,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_lwj9wsM=,-Mj_ogt82FYovesfPVy9,2021-09-14 19:40:02.740553,Manufacturing industry,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_ogwkMIG4n9AHdkv4,2021-09-14 19:40:02.740553,E-commerce,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_r6wB4LT-C6xnMwB9,2021-09-14 19:50:38.042665,Post-covid Green Recovery,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_lwj9wsM=,-Mj_rSBJpenRbmw4T-YB,2021-09-14 19:52:05.059735,Bike sales,Note,Note,On Board,COVID-19,0,0
o9J_lwj9wsM=,-Mj_sHDfMbdakEuvWzkO,2021-09-14 19:55:42.319756,Reduced energy consumption,Note,Note,On Board,COVID-19,0,0
o9J_lwj9wsM=,-Mj_tHpmmVu0a4NEBj_X,2021-09-14 20:00:06.603279,Mass timber,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_tHtMAid0CB7CmeGc,2021-09-14 20:00:06.603279,CFC-free cold chain equipment,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_taEqR3OeAip5-ktp,2021-09-14 20:01:26.466141,Indigenous forest gardens,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_u-9gcTGAj6ujdYpB,2021-09-14 20:03:12.626406,Ride hailing market,Note,Note,On Board,COVID-19,0,0
o9J_lwj9wsM=,-Mj_uUfspbPvIv1R34N4,2021-09-14 20:05:21.711432,Social isolation and loneliness among older adults,Note,Note,On Board,COVID-19,0,0
o9J_lwj9wsM=,-Mj_vRVHM-BjF-l9LcII,2021-09-14 20:09:30.859951,Reusable food serviceware,Note,Note,On Board,COVID-19,0,0
o9J_lwj9wsM=,-Mj_w-3kemti-a16jvFA,2021-09-14 20:11:56.553253,Indigenous people,Note,Note,On Board,COVID-19,1,0
o9J_lwj9wsM=,-Mj_wolCux78u7lcxRPW,2021-09-14 20:15:32.382931,Environmental racism,Topic Task,Topic Task,On Board,COVID-19,0,0
o9J_lwt44k0=,-MjeHHwkBW99SXNFi7ej,2021-09-15 16:27:49.888714,NASA's Commercial Crew Program,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeHI-bmu87RdpqSzKR,2021-09-15 16:27:49.888714,Virgin Galactic,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeHI400zA1NZlbhWOi,2021-09-15 16:27:49.888714,Blue Origin,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeHKtRKp9VHF0Rrtgn,2021-09-15 16:28:01.957979,Space X,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeHmHklZRkYsGVVUrX,2021-09-15 16:29:58.272845,Nazi Germany,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeHmLN1tP5ufakaekP,2021-09-15 16:29:58.272845,Cold War,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeHmPZqV_TUhyKUYhF,2021-09-15 16:29:58.272845,Space race,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeI7eSicjILlrhOSyn,2021-09-15 16:31:29.903417,Challenger shuttle disaster,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeIIzVib1t_1PYQKIx,2021-09-15 16:32:16.321457,Space X reusable rocket development,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeJHKUwT5ic6IXC80I,2021-09-15 16:36:31.663977,Radiation exposure,Note,Note,On Board,Space Travel,1,1
o9J_lwt44k0=,-MjeJHODv8_UlDED8GAk,2021-09-15 16:36:31.663977,Excessive G-forces,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeJP3rYnBQ5cHr5Zs2,2021-09-15 16:37:03.382773,Class II Airman Medical Certification,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeKWL85IwpiJtWS1xt,2021-09-15 16:41:55.296413,Moon race,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeKbiJbxuVpB6YVf8n,2021-09-15 16:42:21.416629,Artemis Program,Line,Line,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeKbm3rfNnVkVJYzBK,2021-09-15 16:42:21.416629,International lunar research station,Line,Line,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeL7dfSjIwNo7Y26E0,2021-09-15 16:44:36.292316,Commercial astronauts,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeL_dA6SVUDTea4rl3,2021-09-15 16:46:35.039642,Climate change rocket emissions,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeLoWVHaaYUSzT85u9,2021-09-15 16:47:35.947452,Aurora Station,Note,Note,On Board,Space Travel,1,1
o9J_lwt44k0=,-MjeLo_WGWhfs09TAGk-,2021-09-15 16:47:35.947452,Bigelow Aerospace,Note,Note,On Board,Space Travel,1,1
o9J_lwt44k0=,-MjeM-Olj6NAbx_uk1Ea,2021-09-15 16:48:24.594730,Space X Falcon Heavy,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeM-STYRcXjWrqK896,2021-09-15 16:48:24.594730,Space X Dragon capsule,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeMbSqTu4hIOm4-qhH,2021-09-15 16:51:04.638447,Blue Origin New Shepard,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeMbWoHOhEdjm-pyMK,2021-09-15 16:51:04.638447,Blue Origin New Glenn,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeMw_vLilyYrf5SuFX,2021-09-15 16:52:31.178442,Blue Origin Blue Moon,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeOHC2XJ32k37HXOzr,2021-09-15 16:58:21.843083,NASA's Commercial Crew Program,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeQCBUSWKyDYFvJo5c,2021-09-15 17:06:45.601569,Asteroid mining,Line,Line,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeQJfRKkFC4Pckutdc,2021-09-15 17:07:16.261296,Asteroid mining,Line,Line,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeQnmbjYYHFFGu0RCa,2021-09-15 17:09:23.709846,Asteroid mining,Line,Line,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeRFQ2Dag9UBuCQrSR,2021-09-15 17:11:20.973420,Asteroid mining,Line,Line,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeRRzu4GYD0KfY4wDT,2021-09-15 17:12:12.499527,Space hotels,Line,Line,On Board,Space Travel,1,1
o9J_lwt44k0=,-MjeRosmQsJ0VbU8dnm5,2021-09-15 17:13:50.344140,Outer Space Treaty,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeRwp1qeoNPKh7mSrL,2021-09-15 17:14:22.860334,China Aerospace Science and Technology Corportation,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeRwsWUcZcaSCdM8B6,2021-09-15 17:14:22.860334,Japan Aerospace Exploration Agency,Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeRwx_Xe_CgQ2YNkMk,2021-09-15 17:14:22.860334,Russian Federal Space Agency (Roskosmos),Note,Note,On Board,Space Travel,1,0
o9J_lwt44k0=,-MjeSn9oCfmcAX0Z2bHl,2021-09-15 17:18:05.445114,Cybersecurity threats in space,Note,Note,On Board,Space Travel,0,0
o9J_lwtLWiA=,-MjfUxAjE8Raw_LcKpfz,2021-09-15 22:07:07.962965,Space race,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfUxEugKctBqYaSHg4,2021-09-15 22:07:07.962965,Outer Space Treaty,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfV4EyrtHEI-If5kKf,2021-09-15 22:07:40.997539,Asteroid mining,Cluster Title,Cluster,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfV4Ivsy1L1a-VbhXA,2021-09-15 22:07:40.997539,Space hotels,Cluster Title,Cluster,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfVNWDseKb5mExaH9x,2021-09-15 22:08:59.923666,Virgin Galactic,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfVN_ExmjtuNCRCDgd,2021-09-15 22:08:59.923666,Blue Origin,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfVQ_8hIsLo_tI7gls,2021-09-15 22:09:12.479238,Space X reusable rocket development,Note,Note,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfVzw4vFHe6Ip6NQoD,2021-09-15 22:11:41.396736,Artemis Program Helium-3,Cluster Title,Cluster,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfWh2AONQIwjXA4eVF,2021-09-15 22:14:46.166733,Aurora Station,Cluster Title,Cluster,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfWvauTqty_iBaRU62,2021-09-15 22:15:45.796838,China Aerospace Science and Technology Corportation,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfWveNHO1ApVM5ABkb,2021-09-15 22:15:45.796838,Russian Federal Space Agency (Roskosmos),Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfWvifFy3wCB1w7cIb,2021-09-15 22:15:45.796838,European Space Agency,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfXf6rL2Z0_AdL1hBf,2021-09-15 22:19:00.412187,NASA's Commercial Crew Program,Cross-Pollination,Line,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfYVEfTfOlcBjpWNYy,2021-09-15 22:22:38.018813,Artemis Program,Cross-Pollination,Line,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfYnvSE_aBC4-_SaV-,2021-09-15 22:23:58.629211,International Lunar Research Station,Cross-Pollination,Line,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfYuWJ3ZaVxon2grdp,2021-09-15 22:24:25.627186,The Wolf Amendment,Cross-Pollination,Line,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfZ-wHQyAz-ThXrLVS,2021-09-15 22:24:51.933809,Space-based solar power,Cluster Title,Cluster,Sidebar,Space Travel,1,1
o9J_lwtLWiA=,-MjfZ2xqh4Yfurzj5hr0,2021-09-15 22:25:04.331701,Climate change rocket emissions,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfZ30M5UqZuxidPpCB,2021-09-15 22:25:04.331701,Space safety,Note,Note,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfaEAp-bzSlWLijMz5,2021-09-15 22:34:34.560915,Satellite industry,Cluster Title,Cluster,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfbG-DPixKjNZtRTji,2021-09-15 22:39:04.147487,Mariner spacecraft,Cross-Pollination,Line,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfbG2dTCPP5z5R_p7E,2021-09-15 22:39:04.147487,Voyager spacecraft,Cross-Pollination,Line,Sidebar,Space Travel,1,0
o9J_lwtLWiA=,-MjfbNzEGSe0wd2IGnJD,2021-09-15 22:39:36.863290,International Space Station,Cluster Title,Cluster,Sidebar,Space Travel,1,0
o9J_lwtLWq0=,-MjjMOfUIZRtO9YZrYJo,2021-09-16 16:08:14.271066,SpaceX,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjMOjF2MfTt-9tpOST,2021-09-16 16:08:14.271066,Virgin Galactic,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjMOmmPHAPoe9IeP_z,2021-09-16 16:08:14.271066,Blue Origin,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjN9XXmk8hFdBILgjC,2021-09-16 16:11:34.403604,NASA's Commercial Crew Program,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjOPB3-QiGrsRct0Dx,2021-09-16 16:17:00.648050,Space X Dragon capsule,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjOPEm0u8OJx37bzea,2021-09-16 16:17:00.648050,Space X reusable rocket development,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjPEXzlPe9kQfQguH4,2021-09-16 16:20:39.201684,International Space Station,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjPEaQ2FT0Gmd0v_gS,2021-09-16 16:20:39.201684,China's Tiangong space station,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjPEdpA_bx6kzvzWVF,2021-09-16 16:20:39.201684,Russian Federal Space Agency (Roskosmos),Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjPUd3IswBZJ2yK4Rr,2021-09-16 16:21:45.133211,Blue Origin Blue Moon,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjPUgTrm92QEI5b5gu,2021-09-16 16:21:45.133211,Blue Origin New Shepard,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjQIsrWTeZLs-Z44op,2021-09-16 16:25:19.130317,Sub-orbital space flights,Line,Line,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjQQDKLDTQrFiwmSRq,2021-09-16 16:25:49.179634,Sub-orbital space flights,Line,Line,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjQpoz7b6YAjcDTlVV,2021-09-16 16:27:38.150904,European Space Agency,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjQptvTaoS-jcWXhs3,2021-09-16 16:27:38.150904,China Aerospace Science and Technology Corportation,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjRQWUMDjz6GKIqtAm,2021-09-16 16:30:12.544892,Artemis Program,Note,Note,On Board,Space Travel,0,0
o9J_lwtLWq0=,-MjjSL7ID9Q9ajq-tT8O,2021-09-16 16:34:12.613980,Billionaire space race,Line,Line,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjSOJuHqANIRDBPT5z,2021-09-16 16:34:25.666472,Billionaire space race,Line,Line,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjSSkmXWv7YB5VrguG,2021-09-16 16:34:43.871460,Climate change rocket emissions,Note,Note,On Board,Space Travel,1,1
o9J_lwtLWq0=,-MjjSSoDvofluP3cVSTj,2021-09-16 16:34:43.871460,Space safety,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjTxuDeJ3L3pnl2QKd,2021-09-16 16:41:17.682903,Outer Space Treaty,Note,Note,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjWCCKEfRUL--HAQUi,2021-09-16 16:51:04.634670,U.S Space Launch Competitiveness Act,Line,Line,On Board,Space Travel,1,0
o9J_lwtLWq0=,-MjjWFDcCfxvPEz4TFdJ,2021-09-16 16:51:17.002098,U.S Space Launch Competitiveness Act,Line,Line,On Board,Space Travel,0,0
o9J_lwtLWq0=,-MjjWQVHJ7z6IgZJTBEp,2021-09-16 16:52:03.190811,Space economy,Note,Note,On Board,Space Travel,0,0
o9J_lwtLWq0=,-MjjX7L1hCHilSJMd-5p,2021-09-16 16:55:06.856886,Ozone depletion,Note,Note,On Board,Space Travel,0,0
o9J_lwtLWq0=,-MjjX7OcJQTI2OGTw_3M,2021-09-16 16:55:06.856886,Space debris,Note,Note,On Board,Space Travel,0,0
o9J_lwtLZY8=,-Mjey8186tT7lYmQCm0x,2021-09-15 19:39:23.579873,Wildlife,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjey84P4Giy9qGdblUE,2021-09-15 19:39:23.579873,Air pollution,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjeyPqjUZ1idH_vNLT3,2021-09-15 19:40:36.592514,Biomedical waste,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjeyf5Fwb4c9YtGFMJG,2021-09-15 19:41:43.106608,Wildlife conservation and management,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjeyf8pFOR0UV2KHOME,2021-09-15 19:41:43.106608,Illegal killing/poaching of wildlife,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjezG2LRkOVQgpJzigw,2021-09-15 19:44:18.573298,Tourism,Note,Note,On Board,COVID-19,1,1
o9J_lwtLZY8=,-MjezG66jBdsFcbKWds3,2021-09-15 19:44:18.573298,E-commerce,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjezGA2aRTXfbyhaDPF,2021-09-15 19:44:18.573298,Manufacturing industries,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjezMS52aFV83Gq6tB7,2021-09-15 19:44:44.799710,Ecotourism,Line,Line,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjezpHTcYpIzSAycOAG,2021-09-15 19:46:47.008619,Recycling Programs,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjezpL7QyMBos7lKiPX,2021-09-15 19:46:47.008619,Waste management policies,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-MjezpP_uNP0Qkf8TZdJ,2021-09-15 19:46:47.008619,Biomedical waste,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjf-6VD2zn9Z4S7DkBe,2021-09-15 19:48:01.612850,CO2,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf-6YSjAfOBsr5pm-R,2021-09-15 19:48:01.612850,NO2,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf-6bb-mfmiqG39rfB,2021-09-15 19:48:01.612850,Ozone,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf-jHVa8Hkik8Ezuhf,2021-09-15 19:50:44.576361,Water pollution,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjf-pgl9grWb_4JjASQ,2021-09-15 19:51:10.819821,Noise pollution,Note,Note,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjf0shqgqeQHoZJuxDw,2021-09-15 19:55:45.320915,Biodiversity,Line,Line,On Board,COVID-19,1,0
o9J_lwtLZY8=,-Mjf208J0TTjWPHEWHtv,2021-09-15 20:00:41.997194,Municipal solid waste,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf4-HG_r7xmMSQ7Cdj,2021-09-15 20:09:22.763280,Vaccine transport,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf4-O3-CGc3KOTufGy,2021-09-15 20:09:22.763280,Cold chain,Note,Note,On Board,COVID-19,0,0
o9J_lwtLZY8=,-Mjf4NQnKKWdYiK5OIK5,2021-09-15 20:11:01.666646,Aviation,Line,Line,On Board,COVID-19,0,0
