boardId,suggId,timestamp,suggestionText,type,grouping,studyType,topicTask,opened,suggestionsQueried
o9J_ly0SnuI=,-Miww5bXK5Qd0HWS3CeO,2021-09-06 21:07:57.490593,Air pollution,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Miww5f5Yt0-T1fKx92P,2021-09-06 21:07:57.490593,Biomedical waste,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_ly0SnuI=,-MiwwW8YxKgGC_4dG3HT,2021-09-06 21:09:46.147790,Organic and inorganic pollutants,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_ly0SnuI=,-MiwxW3WKJkwlEbPWhVw,2021-09-06 21:14:07.991744,Plastic pollution,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_ly0SnuI=,-MiwyTZrLhPQTF0fUTLG,2021-09-06 21:18:19.927856,Recycling Programs,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_ly0SnuI=,-Miwz1iyccnKHMgyQwtl,2021-09-06 21:20:48.014804,Waste management policies,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_ly0SnuI=,-MiwzxuDP4MrA6QuBBzc,2021-09-06 21:24:50.400030,Tourism,Topic Task,Topic Task,On Board,COVID-19,1,0
o9J_ly0SnuI=,-MiwzxxkXkGgLWNL74T1,2021-09-06 21:24:50.400030,E-commerce,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_ly0SnuI=,-Miwzy02xxLviqEoqMor,2021-09-06 21:24:50.400030,Wildlife,Topic Task,Topic Task,On Board,COVID-19,1,1
o9J_ly0SnuI=,-Mix0TDVNPX2qu3MZOb0,2021-09-06 21:31:24.917484,Essential waste workers,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Mix1lOq1duDUsv3dNqt,2021-09-06 21:37:05.616887,Road transport,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Mix1lSPVi8UuPIwUnuD,2021-09-06 21:37:05.616887,Air transport,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Mix1lW71ncPPMT5Zh3O,2021-09-06 21:37:05.616887,Soap discharge,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Mix26fc88B142DUYVLN,2021-09-06 21:38:36.869771,Air pollution NO2,Cross-Pollination,Line,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Mix26iubFLbbFgSqu3a,2021-09-06 21:38:36.869771,Ozone spikes,Cross-Pollination,Line,On Board,COVID-19,1,0
o9J_ly0SnuI=,-Mix2Lrycbkyvi-A1158,2021-09-06 21:39:39.092014,Wildlife conservation and management,Cluster Title,Cluster,On Board,COVID-19,0,0
o9J_ly0SnuI=,-Mix2LvJS9O12iuVtDCN,2021-09-06 21:39:39.092014,Illegal killing/poaching of wildlife,Cluster Title,Cluster,On Board,COVID-19,0,0
o9J_ly0SnuI=,-Mix3ZU1pmlylWzokNGs,2021-09-06 21:44:56.991152,Bike sales,Cluster Title,Cluster,On Board,COVID-19,0,0
o9J_ly0SnuI=,-Mix3wqS7HuhFC05KCPr,2021-09-06 21:46:36.789590,Oil and gas,Topic Task,Topic Task,On Board,COVID-19,0,0
o9J_ly0SnuI=,-Mix3wtwhXyA9a9EdORD,2021-09-06 21:46:36.789590,Steel industry,Topic Task,Topic Task,On Board,COVID-19,0,0
o9J_ly0SnuI=,-Mix4Af8X4lKRXQlRzL2,2021-09-06 21:47:37.513449,Soil pollution,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_ly0SnuI=,-Mix4AjHOemJxjOpcARd,2021-09-06 21:47:37.513449,Water pollution,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_ly0SnuI=,-Mix5HsRQXE9z9QfjrHC,2021-09-06 21:52:29.157448,Reduced fishing,Cross-Pollination,Line,On Board,COVID-19,0,0
o9J_ly0SnuI=,-Mix5HwDP0j9_e92HWsT,2021-09-06 21:52:29.157448,Reduced boat disturbance,Cross-Pollination,Line,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0kgR-VaoYLijNPrYM,2021-09-07 19:36:12.725980,Air pollution,Note,Note,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0kgUseH4Oaic_vhrH,2021-09-07 19:36:12.725980,Wildlife,Note,Note,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0kgYMRDcVcnyCCrbT,2021-09-07 19:36:12.725980,Tourism,Note,Note,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0lc6bR2Ys2TML-kNJ,2021-09-07 19:40:17.177687,Air pollution CO2,Note,Note,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0lcAYpbJouEkKAsJY,2021-09-07 19:40:17.177687,Air pollution NO2,Note,Note,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0lcEDwkJXNZ8X51Rw,2021-09-07 19:40:17.177687,Air pollution ozone spikes,Note,Note,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0mdKQInuSPHHFJnDb,2021-09-07 19:44:44.301209,Reduced boat disturbance,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0mdPBtz4fbfldAZTY,2021-09-07 19:44:44.301209,Road transport,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0nBSLr2qFSrhntziO,2021-09-07 19:47:08.173165,Municipal solid waste,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0nBW06Q7T3x30dX7J,2021-09-07 19:47:08.173165,Biomedical waste,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0nBZ_2I8fS_6r_oS1,2021-09-07 19:47:08.173165,Waste management policies,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0nZsHAf68kSh-3c4u,2021-09-07 19:48:48.199136,Ecotourism,Line,Line,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0p11IA6PAZnoC09fw,2021-09-07 19:55:09.766032,NO2 and biomass,Line,Line,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0qEk-oSmf5NMU7Ds_,2021-09-07 20:00:28.087533,Cold chain,Line,Line,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0qEnkM8g6YKbxCK2B,2021-09-07 20:00:28.087533,Pharmaceutical transport,Line,Line,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0qErC_wHIAEDuQcvq,2021-09-07 20:00:28.087533,Air pollution Chlorofluorocarbons,Line,Line,On Board,COVID-19,1,0
o9J_lyGIeLY=,-Mj0rQyS411tt4F549na,2021-09-07 20:05:40.299183,Oil and gas,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0rR1FYq2UlK1-ci5t,2021-09-07 20:05:40.299183,Nuclear energy,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0t0MSP2iEifKqlvAI,2021-09-07 20:12:35.603564,Illegal killing/poaching of wildlife,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0t0Pe3EHNIWUr1mf8,2021-09-07 20:12:35.603564,Wildlife conservation and management,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0twREC9r_aGw440cG,2021-09-07 20:16:37.574881,Environmental racism,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0twUiX9DfH58LUepj,2021-09-07 20:16:37.574881,Sustainable development goals,Note,Note,On Board,COVID-19,0,0
o9J_lyGIeLY=,-Mj0uBbbZbNNyPA8lbR9,2021-09-07 20:17:43.836227,Business Act on Climate Pledge,Note,Note,On Board,COVID-19,0,0
o9J_lyGIfks=,-Mj6Y2sb-_Ve9dPqbZ3l,2021-09-08 22:34:22.068770,Space race,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6Y2wj8zOXylgVBFpq,2021-09-08 22:34:22.068770,Cold War,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6Y3-HIk697jyVgwsi,2021-09-08 22:34:22.068770,Outer Space Treaty,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6YdEzRkTifEztXbMQ,2021-09-08 22:36:55.123698,Nazi Germany,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6YdJyrPpgvF4ZyyI5,2021-09-08 22:36:55.123698,NASA's Commercial Crew Program,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6Yg7BRlV6xijmiUsf,2021-09-08 22:37:06.890167,Space X reusable rocket development,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6ZjVueK3Ct1CNi7YP,2021-09-08 22:41:42.922076,Space exploration lost political support,Note,Note,Sidebar,COVID-19,1,1
o9J_lyGIfks=,-Mj6ZjZfYUkdvy8D6peh,2021-09-08 22:41:42.922076,NASA's budget peaked during Apollo program,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6_uG6s6SQj7oC3Vwi,2021-09-08 22:46:49.105810,U.S Commercial Space Launch Competitiveness Act,Line,Line,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6ahycAmXgI_q-0n0I,2021-09-08 22:50:20.923218,Space hotels,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6ai10jfV1uPW7KatO,2021-09-08 22:50:20.923218,Asteroid mining,Note,Note,Sidebar,COVID-19,1,1
o9J_lyGIfks=,-Mj6cgxykKbsakd9dKqT,2021-09-08 22:59:01.065038,Artemis Program,Line,Line,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6ch0z0Npq7fEYNCde,2021-09-08 22:59:01.065038,Lunar economy,Line,Line,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6ch4xRQ9vWTy0XAKY,2021-09-08 22:59:01.065038,Helium 3,Line,Line,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6dE0QCMstjb8QL3Ha,2021-09-08 23:01:20.544210,China Aerospace Science and Technology Corportation,Note,Note,Sidebar,COVID-19,1,1
o9J_lyGIfks=,-Mj6dE4SYJn8xeU3MLxT,2021-09-08 23:01:20.544210,European Space Agency,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6dE8F0KZod-ny-AN3,2021-09-08 23:01:20.544210,Soviet space station Salyut,Note,Note,Sidebar,COVID-19,1,1
o9J_lyGIfks=,-Mj6e29ESagNPvh3ux0u,2021-09-08 23:04:54.110091,The Wolf Amendment,Line,Line,Sidebar,COVID-19,1,0
o9J_lyGIfks=,-Mj6ecAj9ugSBQQcxCXD,2021-09-08 23:07:25.773209,Climate Change rocket emissions,Note,Note,Sidebar,COVID-19,1,0
o9J_lyGIfzA=,-Mj6ror7TjtdwJRJaH1Z,2021-09-09 00:05:05.549667,Cold War,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6rouQ8JlCJI5NMRXn,2021-09-09 00:05:05.549667,Space race,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6royH8wblwFudIAa-,2021-09-09 00:05:05.549667,Outer Space Treaty,Topic Task,Topic Task,Sidebar,Space Travel,1,1
o9J_lyGIfzA=,-Mj6wnjOw8fiI269mcif,2021-09-09 00:26:51.688069,NASA's Commercial Crew Program,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6wnnKhCy9C6YC65vQ,2021-09-09 00:26:51.688069,Space X reusable rocket development,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6xzCRDih4sM-Oo94c,2021-09-09 00:32:00.810076,Space hotels,Note,Note,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6xzG3vhuqwg6eyOBd,2021-09-09 00:32:00.810076,Aurora Station,Note,Note,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6xzJbJd3lq1P3T7ig,2021-09-09 00:32:00.810076,Bigelow Aerospace,Note,Note,Sidebar,Space Travel,1,1
o9J_lyGIfzA=,-Mj6ynh2IBq7arzv6Wag,2021-09-09 00:35:35.823287,Climate Change rocket emissions,Line,Line,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj6ynkcAMJN2Q4PZAqL,2021-09-09 00:35:35.823287,Climate Change ozone layer depletion,Line,Line,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj7-86NxWjQbRLNdEYH,2021-09-09 00:41:25.664251,U.S. Commercial Space Launch Competitiveness Act,Topic Task,Topic Task,Sidebar,Space Travel,1,1
o9J_lyGIfzA=,-Mj7-8A9EvL4Kow56QwZ,2021-09-09 00:41:25.664251,International Space Station,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj7-8DlXUYU-sYINF2L,2021-09-09 00:41:25.664251,China Aerospace Science and Technology Corportation,Topic Task,Topic Task,Sidebar,Space Travel,1,0
o9J_lyGIfzA=,-Mj7-eY4e9cknqfNXaCW,2021-09-09 00:43:42.598292,Artemis Program Lunar economy,Topic Task,Topic Task,Sidebar,Space Travel,0,0
o9J_lyGIfzA=,-Mj7-xc1VGK173ElAEKX,2021-09-09 00:45:00.716491,Space exploration lost political support,Topic Task,Topic Task,Sidebar,Space Travel,0,0
o9J_lyYiAJ0=,-MjAhhmZD1wi3devbJxO,2021-09-09 17:59:24.034309,Wildlife,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAhhqunOXLLKcossj8,2021-09-09 17:59:24.034309,Tourism,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAhhuaJ6a3vJNvZie-,2021-09-09 17:59:24.034309,E-commerce,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAjjafsr0YghjkfcoJ,2021-09-09 18:08:15.750847,Air pollution ozone spikes,Line,Line,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAjjeu_hCgACY5t3O9,2021-09-09 18:08:15.750847,Air pollution NO2,Line,Line,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAjoYJs2sUR9JlKjY_,2021-09-09 18:08:36.013789,Ecotourism,Note,Note,Sidebar,COVID-19,1,0
o9J_lyYiAJ0=,-MjAjy3e1m8BGxcsx6ls,2021-09-09 18:09:15.006079,Biomedical waste,Note,Note,Sidebar,COVID-19,1,0
o9J_lyYiAJ0=,-MjAjy7G-J2PdvEuMmsY,2021-09-09 18:09:15.006079,Waste management policies,Note,Note,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAl73LIdJZa5n43De9,2021-09-09 18:14:18.081167,Heritage conservation,Note,Note,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAl76yvXjejZxToFrC,2021-09-09 18:14:18.081167,Indigenous people,Note,Note,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAlmqej_VYgZiYdtAU,2021-09-09 18:17:13.357493,Essential waste workers,Note,Note,Sidebar,COVID-19,1,0
o9J_lyYiAJ0=,-MjAlwf6zOf-xWZirmKW,2021-09-09 18:17:53.563271,Pharmaceutical transport,Topic Task,Topic Task,Sidebar,COVID-19,1,1
o9J_lyYiAJ0=,-MjAlwif7smLAihTXDGm,2021-09-09 18:17:53.563271,Business Act on Climate Pledge,Topic Task,Topic Task,Sidebar,COVID-19,1,0
o9J_lyYiAJ0=,-MjAmWcIP6aQdLprOUJt,2021-09-09 18:20:24.939599,Deforestation,Note,Note,Sidebar,COVID-19,1,0
o9J_lyYiAJ0=,-MjAmd9nQQJnBSumlRsG,2021-09-09 18:20:55.816208,Bike sales,Note,Note,Sidebar,COVID-19,1,0
o9J_lyYiAJ0=,-MjAn3S4bGPzWVq-UGfO,2021-09-09 18:22:47.577621,Illegal killing/poaching of wildlife,Note,Note,Sidebar,COVID-19,1,0
o9J_lyYiALM=,-MjUyxE2CUaaHThr_T0m,2021-09-13 16:27:08.038263,Blue Origin sub-orbital space tourism,Note,Note,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjUyxHqn3BxEhogZMg6,2021-09-13 16:27:08.038263,Virgin Galactic sub-orbital space tourism,Note,Note,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjUz-smgKer6jxwW0_I,2021-09-13 16:27:23.020499,Space X reusable rocket development,Note,Note,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjUzC3z0tzTjbFW3eb_,2021-09-13 16:28:12.942504,Space hotels,Note,Note,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjUzMIlrs0nWB8ezVUl,2021-09-13 16:28:54.844941,International Lunar Research Station,Note,Note,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjUzSCBPJx-CpyiTc2v,2021-09-13 16:29:19.014884,Outer Space Treaty,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lyYiALM=,-MjUzSFgLW9YNP_gFGkS,2021-09-13 16:29:19.014884,Climate Change rocket emissions,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lyYiALM=,-MjV-C1bBNQXeIF4i25L,2021-09-13 16:32:34.932540,Space-based solar power,Note,Note,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV-Uix0tRXtSqF3uZA,2021-09-13 16:33:51.498535,U.S Commercial Space Launch Competitiveness Act,Note,Note,On Board,Space Travel,1,1
o9J_lyYiALM=,-MjV0eM2HM_oI083T2Sv,2021-09-13 16:38:57.169211,Space exploration lost political support,Cross-Pollination,Line,On Board,Space Travel,1,1
o9J_lyYiALM=,-MjV0ePMpiYWFx7Hw1k6,2021-09-13 16:38:57.169211,NASA's Commercial Crew Program,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV1ajsk-OcxYUtAekO,2021-09-13 16:43:04.513830,Satellite communication homeland defense,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV1anTkBoLeuU7eEQM,2021-09-13 16:43:04.513830,International Maritime Satellite Organization,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV1aqqcYC09M-L9r1O,2021-09-13 16:43:04.513830,The Wolf Amendment,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV4PQkL7nwVmeXK-1i,2021-09-13 16:55:20.429557,China space station Tiangong-1,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV4PUpVvE9JG165K1Y,2021-09-13 16:55:20.429557,Russian Federal Space Agency (Roskosmos),Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV4PY7ZeuolHJaukA1,2021-09-13 16:55:20.429557,European Space Agency,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV4fGI1LwHFMzaBBTL,2021-09-13 16:56:29.460846,Committee on the Peaceful Uses of Outer Space,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV51csiC18gXCUn3ek,2021-09-13 16:58:05.183949,Asteroid mining,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV51gnKyYZ7W7tuv1a,2021-09-13 16:58:05.183949,Satellite mass production,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV5KHhGDAMW9K28cgo,2021-09-13 16:59:21.583677,Space safety,Topic Task,Topic Task,On Board,Space Travel,1,1
o9J_lyYiALM=,-MjV5anznfsVseRNwbN4,2021-09-13 17:00:33.339196,Artemis Program Lunar economy,Cross-Pollination,Line,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV63fgTT-lPPLUth5x,2021-09-13 17:02:35.695219,FAA Recommended Practices,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV63jS2oySKVIsIOo3,2021-09-13 17:02:35.695219,National Environmental Policy and Clean Air,Cluster Title,Cluster,On Board,Space Travel,1,0
o9J_lyYiALM=,-MjV7CzwG9o9WTnVLxFu,2021-09-13 17:07:35.997514,Cybersecurity threats in space,Cluster Title,Cluster,On Board,Space Travel,1,1
o9J_lzYgHyw=,-MigUgFnDHiTt7DFGyV9,2021-09-03 16:29:53.970253,Space X reusable rocket development,Note,Note,Sidebar,Space Travel,1,1
o9J_lzYgHyw=,-MigUqDEWE2TFep9gDXy,2021-09-03 16:30:34.831518,Cold War,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigUqGwMeEYC3JrIiJN,2021-09-03 16:30:34.831518,Space Race,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigUqN1hWmq4zMwphbI,2021-09-03 16:30:34.831518,International Space Station,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigVC545ofJCmKc_Og-,2021-09-03 16:32:08.507110,Space hotels,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigVC8vKEMW0t51Pi6y,2021-09-03 16:32:08.507110,Blue Origin sub-orbital space tourism,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigVx6dchsvcB9sIyjE,2021-09-03 16:35:25.223498,Aurora Station,Line,Line,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigVxABoQ3eTAj_j92q,2021-09-03 16:35:25.223498,Bigelow Aerospace,Line,Line,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigXCzGXwbpGxitOTap,2021-09-03 16:40:56.474888,Space X Dragon Capsule,Line,Line,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigXD24jL56FEW8uxRc,2021-09-03 16:40:56.474888,Space X Falcon Heavy,Line,Line,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigY-36BxkmPju3Xb8l,2021-09-03 16:44:21.589682,NASA's Commerical Crew Program,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigY-6m0tDvAx5PJtWK,2021-09-03 16:44:21.589682,China Aerospace Science and Technology Corportation,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigZz0CSknC52vuM-jp,2021-09-03 16:53:01.594297,International Telecommunications Union,Line,Line,Sidebar,Space Travel,1,1
o9J_lzYgHyw=,-MigZz3zNj8iz3N4yQ3i,2021-09-03 16:53:01.594297,International Telecommunications Satellite Consortium,Line,Line,Sidebar,Space Travel,1,1
o9J_lzYgHyw=,-Miga4E0ouINv2B8I5HQ,2021-09-03 16:57:49.191778,Climate Change rocket emissions,Line,Line,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-Miga4KtYuzKoAnDUN1Z,2021-09-03 16:57:49.191778,Climate Change ozone layer depletion,Line,Line,Sidebar,Space Travel,1,1
o9J_lzYgHyw=,-MigbFcIOP6C9Tc5bzgc,2021-09-03 17:02:57.999639,Outer Space Treaty,Note,Note,Sidebar,Space Travel,1,1
o9J_lzYgHyw=,-MigbNK-srOEgie0_x_H,2021-09-03 17:03:29.544661,Cybersecurity Threats in Space,Line,Line,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigcTJwQALXC2PeCK8x,2021-09-03 17:08:16.253991,The Wolf Amendment,Line,Line,Sidebar,Space Travel,1,1
o9J_lzYgHyw=,-MigdJd0fSlXAJzX5Xom,2021-09-03 17:11:58.716896,Space safety,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYgHyw=,-MigdsIc6JwsBb6FMyps,2021-09-03 17:14:24.812279,Artemis Program Lunar economy,Note,Note,Sidebar,Space Travel,1,0
o9J_lzYurAk=,-MigwfVpbJXkliferlFD,2021-09-03 18:36:33.149321,Tourism,Note,Note,On Board,COVID-19,1,0
o9J_lzYurAk=,-MigwfZPpuy0SOuzJVBt,2021-09-03 18:36:33.149321,Biomedical waste,Note,Note,On Board,COVID-19,1,1
o9J_lzYurAk=,-MigxHr1YAyKeaSfWddh,2021-09-03 18:39:14.318105,Power Industry,Note,Note,On Board,COVID-19,1,0
o9J_lzYurAk=,-MigxHvMpvQCsFKGQMK8,2021-09-03 18:39:14.318105,Steel industry,Note,Note,On Board,COVID-19,1,0
o9J_lzYurAk=,-MigxHzKh3WpZTTIK731,2021-09-03 18:39:14.318105,Oil and gas,Note,Note,On Board,COVID-19,1,0
o9J_lzYurAk=,-MigxhrWy7C_zWr4QgVE,2021-09-03 18:41:04.959864,E-commerce,Note,Note,On Board,COVID-19,1,0
o9J_lzYurAk=,-Migy-xn2aybJuZuhJK6,2021-09-03 18:42:23.168153,Pharmeceutical transport,Line,Line,On Board,COVID-19,1,1
o9J_lzYurAk=,-Migy00X6qujXy67UrX0,2021-09-03 18:42:23.168153,Air pollution,Line,Line,On Board,COVID-19,1,1
o9J_lzYurAk=,-Migy09Xc5ixKughrBsv,2021-09-03 18:42:23.168153,Plastic pollution,Line,Line,On Board,COVID-19,1,1
o9J_lzYurAk=,-MigykL7rwmxHsw_3KO5,2021-09-03 18:45:37.240507,Sustainable development goals,Line,Line,On Board,COVID-19,0,0
o9J_lzYurAk=,-MigykP9XrppoOfZ1SZo,2021-09-03 18:45:37.240507,Paris agreement,Line,Line,On Board,COVID-19,0,0
o9J_lzYurAk=,-Mih-zfR3oMdo9Q_wx3o,2021-09-03 18:55:24.331262,Water pollution,Cluster Title,Cluster,On Board,COVID-19,1,0
o9J_lzYurAk=,-Mih-zj9AoEDegCv39lC,2021-09-03 18:55:24.331262,Municipal solid waste,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lzYurAk=,-Mih-zmaWyRfR5RF5FO7,2021-09-03 18:55:24.331262,Recycling Programs,Cluster Title,Cluster,On Board,COVID-19,1,1
o9J_lzYurAk=,-Mih1vjJY71Mn39HHWFq,2021-09-03 19:03:52.483334,Road transport,Cross-Pollination,Line,On Board,COVID-19,0,0
o9J_lzYurAk=,-Mih1vmn3_9YAKjIkGDI,2021-09-03 19:03:52.483334,Cold chain,Cross-Pollination,Line,On Board,COVID-19,0,0
o9J_lzYurAk=,-Mih1vqQa8MQTJnd9AvI,2021-09-03 19:03:52.483334,Bike sales,Cross-Pollination,Line,On Board,COVID-19,0,0
o9J_lzYurAk=,-Mih2Tsa2OIqatp1lQlk,2021-09-03 19:06:16.436916,Environmental racism,Note,Note,On Board,COVID-19,1,0
o9J_lzYurAk=,-Mih2TwKWiUu5-wfWW5N,2021-09-03 19:06:16.436916,Wildlife,Note,Note,On Board,COVID-19,1,0
